,filepath,writer,label
2459,full_org\original_53_2.png,53_2,0
2460,full_org\original_53_20.png,53_20,0
2461,full_org\original_53_21.png,53_21,0
2462,full_org\original_53_22.png,53_22,0
2463,full_org\original_53_23.png,53_23,0
2464,full_org\original_53_24.png,53_24,0
2465,full_org\original_53_3.png,53_3,0
2466,full_org\original_53_4.png,53_4,0
2467,full_org\original_53_5.png,53_5,0
2468,full_org\original_53_6.png,53_6,0
2469,full_org\original_53_7.png,53_7,0
2470,full_org\original_53_8.png,53_8,0
2471,full_org\original_53_9.png,53_9,0
2472,full_org\original_54_1.png,54_1,0
2473,full_org\original_54_10.png,54_10,0
2474,full_org\original_54_11.png,54_11,0
2475,full_org\original_54_12.png,54_12,0
2476,full_org\original_54_13.png,54_13,0
2477,full_org\original_54_14.png,54_14,0
2478,full_org\original_54_15.png,54_15,0
2479,full_org\original_54_16.png,54_16,0
2480,full_org\original_54_17.png,54_17,0
2481,full_org\original_54_18.png,54_18,0
2482,full_org\original_54_19.png,54_19,0
2483,full_org\original_54_2.png,54_2,0
2484,full_org\original_54_20.png,54_20,0
2485,full_org\original_54_21.png,54_21,0
2486,full_org\original_54_22.png,54_22,0
2487,full_org\original_54_23.png,54_23,0
2488,full_org\original_54_24.png,54_24,0
2489,full_org\original_54_3.png,54_3,0
2490,full_org\original_54_4.png,54_4,0
2491,full_org\original_54_5.png,54_5,0
2492,full_org\original_54_6.png,54_6,0
2493,full_org\original_54_7.png,54_7,0
2494,full_org\original_54_8.png,54_8,0
2495,full_org\original_54_9.png,54_9,0
2496,full_org\original_55_1.png,55_1,0
2497,full_org\original_55_10.png,55_10,0
2498,full_org\original_55_11.png,55_11,0
2499,full_org\original_55_12.png,55_12,0
2500,full_org\original_55_13.png,55_13,0
2501,full_org\original_55_14.png,55_14,0
2502,full_org\original_55_15.png,55_15,0
2503,full_org\original_55_16.png,55_16,0
2504,full_org\original_55_17.png,55_17,0
2505,full_org\original_55_18.png,55_18,0
2506,full_org\original_55_19.png,55_19,0
2507,full_org\original_55_2.png,55_2,0
2508,full_org\original_55_20.png,55_20,0
2509,full_org\original_55_21.png,55_21,0
2510,full_org\original_55_22.png,55_22,0
2511,full_org\original_55_23.png,55_23,0
2512,full_org\original_55_24.png,55_24,0
2513,full_org\original_55_3.png,55_3,0
2514,full_org\original_55_4.png,55_4,0
2515,full_org\original_55_5.png,55_5,0
2516,full_org\original_55_6.png,55_6,0
2517,full_org\original_55_7.png,55_7,0
2518,full_org\original_55_8.png,55_8,0
2519,full_org\original_55_9.png,55_9,0
2520,full_org\original_5_1.png,5_1,0
2521,full_org\original_5_10.png,5_10,0
2522,full_org\original_5_11.png,5_11,0
2523,full_org\original_5_12.png,5_12,0
2524,full_org\original_5_13.png,5_13,0
2525,full_org\original_5_14.png,5_14,0
2526,full_org\original_5_15.png,5_15,0
2527,full_org\original_5_16.png,5_16,0
2528,full_org\original_5_17.png,5_17,0
2529,full_org\original_5_18.png,5_18,0
2530,full_org\original_5_19.png,5_19,0
2531,full_org\original_5_2.png,5_2,0
2532,full_org\original_5_20.png,5_20,0
2533,full_org\original_5_21.png,5_21,0
2534,full_org\original_5_22.png,5_22,0
2535,full_org\original_5_23.png,5_23,0
2536,full_org\original_5_24.png,5_24,0
2537,full_org\original_5_3.png,5_3,0
2538,full_org\original_5_4.png,5_4,0
2539,full_org\original_5_5.png,5_5,0
2540,full_org\original_5_6.png,5_6,0
2541,full_org\original_5_7.png,5_7,0
2542,full_org\original_5_8.png,5_8,0
2543,full_org\original_5_9.png,5_9,0
2544,full_org\original_6_1.png,6_1,0
2545,full_org\original_6_10.png,6_10,0
2546,full_org\original_6_11.png,6_11,0
2547,full_org\original_6_12.png,6_12,0
2548,full_org\original_6_13.png,6_13,0
2549,full_org\original_6_14.png,6_14,0
2550,full_org\original_6_15.png,6_15,0
2551,full_org\original_6_16.png,6_16,0
2552,full_org\original_6_17.png,6_17,0
2553,full_org\original_6_18.png,6_18,0
2554,full_org\original_6_19.png,6_19,0
2555,full_org\original_6_2.png,6_2,0
2556,full_org\original_6_20.png,6_20,0
2557,full_org\original_6_21.png,6_21,0
2558,full_org\original_6_22.png,6_22,0
2559,full_org\original_6_23.png,6_23,0
2560,full_org\original_6_24.png,6_24,0
2561,full_org\original_6_3.png,6_3,0
2562,full_org\original_6_4.png,6_4,0
2563,full_org\original_6_5.png,6_5,0
2564,full_org\original_6_6.png,6_6,0
2565,full_org\original_6_7.png,6_7,0
2566,full_org\original_6_8.png,6_8,0
2567,full_org\original_6_9.png,6_9,0
2568,full_org\original_7_1.png,7_1,0
2569,full_org\original_7_10.png,7_10,0
2570,full_org\original_7_11.png,7_11,0
2571,full_org\original_7_12.png,7_12,0
2572,full_org\original_7_13.png,7_13,0
2573,full_org\original_7_14.png,7_14,0
2574,full_org\original_7_15.png,7_15,0
2575,full_org\original_7_16.png,7_16,0
2576,full_org\original_7_17.png,7_17,0
2577,full_org\original_7_18.png,7_18,0
2578,full_org\original_7_19.png,7_19,0
2579,full_org\original_7_2.png,7_2,0
2580,full_org\original_7_20.png,7_20,0
2581,full_org\original_7_21.png,7_21,0
2582,full_org\original_7_22.png,7_22,0
2583,full_org\original_7_23.png,7_23,0
2584,full_org\original_7_24.png,7_24,0
2585,full_org\original_7_3.png,7_3,0
2586,full_org\original_7_4.png,7_4,0
2587,full_org\original_7_5.png,7_5,0
2588,full_org\original_7_6.png,7_6,0
2589,full_org\original_7_7.png,7_7,0
2590,full_org\original_7_8.png,7_8,0
2591,full_org\original_7_9.png,7_9,0
2592,full_org\original_8_1.png,8_1,0
2593,full_org\original_8_10.png,8_10,0
2594,full_org\original_8_11.png,8_11,0
2595,full_org\original_8_12.png,8_12,0
2596,full_org\original_8_13.png,8_13,0
2597,full_org\original_8_14.png,8_14,0
2598,full_org\original_8_15.png,8_15,0
2599,full_org\original_8_16.png,8_16,0
2600,full_org\original_8_17.png,8_17,0
2601,full_org\original_8_18.png,8_18,0
2602,full_org\original_8_19.png,8_19,0
2603,full_org\original_8_2.png,8_2,0
2604,full_org\original_8_20.png,8_20,0
2605,full_org\original_8_21.png,8_21,0
2606,full_org\original_8_22.png,8_22,0
2607,full_org\original_8_23.png,8_23,0
2608,full_org\original_8_24.png,8_24,0
2609,full_org\original_8_3.png,8_3,0
2610,full_org\original_8_4.png,8_4,0
2611,full_org\original_8_5.png,8_5,0
2612,full_org\original_8_6.png,8_6,0
2613,full_org\original_8_7.png,8_7,0
2614,full_org\original_8_8.png,8_8,0
2615,full_org\original_8_9.png,8_9,0
2616,full_org\original_9_1.png,9_1,0
2617,full_org\original_9_10.png,9_10,0
2618,full_org\original_9_11.png,9_11,0
2619,full_org\original_9_12.png,9_12,0
2620,full_org\original_9_13.png,9_13,0
2621,full_org\original_9_14.png,9_14,0
2622,full_org\original_9_15.png,9_15,0
2623,full_org\original_9_16.png,9_16,0
2624,full_org\original_9_17.png,9_17,0
2625,full_org\original_9_18.png,9_18,0
2626,full_org\original_9_19.png,9_19,0
2627,full_org\original_9_2.png,9_2,0
2628,full_org\original_9_20.png,9_20,0
2629,full_org\original_9_21.png,9_21,0
2630,full_org\original_9_22.png,9_22,0
2631,full_org\original_9_23.png,9_23,0
2632,full_org\original_9_24.png,9_24,0
2633,full_org\original_9_3.png,9_3,0
2634,full_org\original_9_4.png,9_4,0
2635,full_org\original_9_5.png,9_5,0
2636,full_org\original_9_6.png,9_6,0
2637,full_org\original_9_7.png,9_7,0
2638,full_org\original_9_8.png,9_8,0
2639,full_org\original_9_9.png,9_9,0
